Date,Startup Name,Vertical,SubVertical,City Location,Investors,Round,Amount,Startup Names,Industries,Funding Rounds,Investment Amount,Valuation,Number of Investors,Country,Year Founded,Growth Rate (%)
,Unknown,,,,Undisclosed,,0.0,Startup_4343,SaaS,7,2050915221.43,3749735236.9346304,22,UK,2017,115.95
,Unknown,,,,Undisclosed,,0.0,Startup_4344,HealthTech,8,2321675626.28,10156969127.6422,40,Singapore,2008,72.8
,Unknown,,,,Undisclosed,,0.0,Startup_4345,E-commerce,7,430909269.34,1623735374.314369,37,USA,2010,98.04
,Unknown,,,,Undisclosed,,0.0,Startup_4346,AI,8,3192084094.37,6928584715.956538,41,UK,2010,117.01
,Unknown,,,,Undisclosed,,0.0,Startup_4347,HealthTech,4,120106776.27,516767741.9591621,29,India,2004,175.23
,Unknown,,,,Undisclosed,,0.0,Startup_4348,HealthTech,6,3660893413.35,14904712079.407623,24,UK,2003,180.03
,Unknown,,,,Undisclosed,,0.0,Startup_4349,Fintech,10,1579165785.18,5569316598.389117,20,Australia,2011,170.03
,Unknown,,,,Undisclosed,,0.0,Startup_4350,Blockchain,3,2576331522.07,12507153028.68476,47,UK,2001,195.47
,Unknown,,,,Undisclosed,,0.0,Startup_4351,AI,3,1853898908.75,3266372039.917561,10,France,2009,116.87
,Unknown,,,,Undisclosed,,0.0,Startup_4352,Fintech,5,1616043911.22,6236099019.765496,35,Brazil,2008,147.05
,Unknown,,,,Undisclosed,,0.0,Startup_4353,Fintech,5,679044271.95,3304459789.762596,38,Germany,2017,8.85
,Unknown,,,,Undisclosed,,0.0,Startup_4354,Blockchain,6,2985054924.28,12754969864.415274,21,China,2010,33.48
,Unknown,,,,Undisclosed,,0.0,Startup_4355,SaaS,3,122582028.42,496389499.3229232,38,China,2017,142.32
,Unknown,,,,Undisclosed,,0.0,Startup_4356,EdTech,3,4147351666.14,7545019140.232847,32,USA,2007,73.71
,Unknown,,,,Undisclosed,,0.0,Startup_4357,EdTech,8,2093579431.79,7924011339.426679,9,Australia,2001,63.57
,Unknown,,,,Undisclosed,,0.0,Startup_4358,Fintech,9,2114005716.6,8101249049.036577,50,Australia,2007,185.39
,Unknown,,,,Undisclosed,,0.0,Startup_4359,SaaS,2,952578597.69,2811556835.624736,22,Australia,2014,189.31
,Unknown,,,,Undisclosed,,0.0,Startup_4360,Biotech,7,3120558651.41,13778365382.36317,48,France,2003,105.14
,Unknown,,,,Undisclosed,,0.0,Startup_4361,Blockchain,9,746504159.11,3445198007.432778,36,USA,2012,108.76
,Unknown,,,,Undisclosed,,0.0,Startup_4362,AI,8,3801251750.53,11513755961.70125,50,USA,2000,185.93
,Unknown,,,,Undisclosed,,0.0,Startup_4363,Blockchain,6,2400066947.26,5420829752.346412,34,USA,2002,153.15
,Unknown,,,,Undisclosed,,0.0,Startup_4364,Fintech,4,4813018669.77,22538466976.96705,19,China,2012,100.93
,Unknown,,,,Undisclosed,,0.0,Startup_4365,E-commerce,10,429375470.85,878178916.3514827,10,France,2023,69.33
,Unknown,,,,Undisclosed,,0.0,Startup_4366,AI,4,572845983.87,2262032436.461532,24,USA,2021,110.91
,Unknown,,,,Undisclosed,,0.0,Startup_4367,AI,3,1721129200.56,4673278971.5460615,9,USA,2015,155.87
,Unknown,,,,Undisclosed,,0.0,Startup_4368,Fintech,5,915087746.39,3702762998.9448752,9,India,2014,106.41
,Unknown,,,,Undisclosed,,0.0,Startup_4369,AI,7,4217808491.72,17358128533.6352,12,UK,2011,109.12
,Unknown,,,,Undisclosed,,0.0,Startup_4370,E-commerce,5,2993903828.9,11825548172.014977,15,Singapore,2003,187.02
,Unknown,,,,Undisclosed,,0.0,Startup_4371,EdTech,8,3129692596.88,5560945401.524939,8,UK,2007,111.09
,Unknown,,,,Undisclosed,,0.0,Startup_4372,HealthTech,9,2597334040.93,5289916061.382924,9,India,2005,97.42
,Unknown,,,,Undisclosed,,0.0,Startup_4373,HealthTech,6,4067258135.09,17968176913.58194,21,Canada,2021,119.51
,Unknown,,,,Undisclosed,,0.0,Startup_4374,Biotech,1,4415403910.65,14433340385.455725,15,China,2021,172.4
,Unknown,,,,Undisclosed,,0.0,Startup_4375,HealthTech,2,3199590307.82,8265196729.277331,5,USA,2004,80.55
,Unknown,,,,Undisclosed,,0.0,Startup_4376,Blockchain,10,3061293593.93,5588913017.748037,19,Brazil,2003,108.7
,Unknown,,,,Undisclosed,,0.0,Startup_4377,EdTech,9,2997401710.86,11100653242.836617,41,Germany,2001,49.64
,Unknown,,,,Undisclosed,,0.0,Startup_4378,Fintech,4,861156142.52,3935281947.74034,27,Singapore,2004,187.78
,Unknown,,,,Undisclosed,,0.0,Startup_4379,Blockchain,9,4645554143.05,9748143251.266888,32,France,2017,24.25
,Unknown,,,,Undisclosed,,0.0,Startup_4380,SaaS,6,3239595180.09,15341713197.38696,46,Singapore,2020,79.98
,Unknown,,,,Undisclosed,,0.0,Startup_4381,Biotech,7,2306907343.3,3950542194.658463,8,USA,2008,28.97
,Unknown,,,,Undisclosed,,0.0,Startup_4382,HealthTech,3,4094748782.87,6639651218.493431,29,Singapore,2020,108.06
,Unknown,,,,Undisclosed,,0.0,Startup_4383,Blockchain,4,4876706218.58,21681586697.56075,5,USA,2005,192.54
,Unknown,,,,Undisclosed,,0.0,Startup_4384,SaaS,4,4414437692.18,7177649055.99389,40,China,2010,174.11
,Unknown,,,,Undisclosed,,0.0,Startup_4385,SaaS,6,4827026701.08,7972768360.591056,7,USA,2006,165.43
,Unknown,,,,Undisclosed,,0.0,Startup_4386,Blockchain,9,63338666.45,219391391.14403105,39,Australia,2022,107.62
,Unknown,,,,Undisclosed,,0.0,Startup_4387,AI,5,1001300899.59,3091373008.671448,17,UK,2021,110.85
,Unknown,,,,Undisclosed,,0.0,Startup_4388,Biotech,7,4767807347.93,21230216402.64403,2,China,2020,138.82
,Unknown,,,,Undisclosed,,0.0,Startup_4389,SaaS,1,713125806.52,2979562736.937017,27,USA,2004,72.99
,Unknown,,,,Undisclosed,,0.0,Startup_4390,Biotech,1,318219453.46,715120617.9100319,37,France,2003,12.68
,Unknown,,,,Undisclosed,,0.0,Startup_4391,Fintech,1,4674143394.09,9515711223.985657,17,France,2017,193.04
,Unknown,,,,Undisclosed,,0.0,Startup_4392,SaaS,9,490802070.11,1511114132.7944274,17,India,2011,72.41
,Unknown,,,,Undisclosed,,0.0,Startup_4393,SaaS,1,2413502361.76,10857004673.104347,44,France,2005,171.06
,Unknown,,,,Undisclosed,,0.0,Startup_4394,Fintech,9,980582092.56,2683702961.933645,44,China,2015,39.5
,Unknown,,,,Undisclosed,,0.0,Startup_4395,HealthTech,9,74231569.81,270346965.34395653,10,Brazil,2023,54.82
,Unknown,,,,Undisclosed,,0.0,Startup_4396,Blockchain,9,3088963610.82,7445987112.128085,20,India,2003,38.02
,Unknown,,,,Undisclosed,,0.0,Startup_4397,Fintech,7,2010479142.39,8969224463.488792,43,India,2006,130.6
,Unknown,,,,Undisclosed,,0.0,Startup_4398,EdTech,10,1300862433.62,5029638270.864851,7,Canada,2006,124.54
,Unknown,,,,Undisclosed,,0.0,Startup_4399,AI,9,1537119093.87,6806553618.165712,30,Singapore,2000,28.61
,Unknown,,,,Undisclosed,,0.0,Startup_4400,Biotech,3,4584580792.82,13681082659.27274,21,USA,2008,50.46
,Unknown,,,,Undisclosed,,0.0,Startup_4401,Blockchain,6,4342238201.0,6698662505.22664,11,India,2021,11.63
,Unknown,,,,Undisclosed,,0.0,Startup_4402,EdTech,9,986098539.5,4356471660.198471,30,India,2015,192.63
,Unknown,,,,Undisclosed,,0.0,Startup_4403,Biotech,3,103089509.83,215981222.57251623,48,Germany,2021,191.56
,Unknown,,,,Undisclosed,,0.0,Startup_4404,Fintech,7,2928877192.86,9186131449.217476,39,India,2003,33.3
,Unknown,,,,Undisclosed,,0.0,Startup_4405,HealthTech,2,4371587064.31,6874546684.744415,5,France,2009,62.37
,Unknown,,,,Undisclosed,,0.0,Startup_4406,Biotech,7,1401948210.54,2862505116.255598,47,USA,2019,17.76
,Unknown,,,,Undisclosed,,0.0,Startup_4407,Fintech,2,2920177104.83,4608528737.705469,40,Australia,2023,74.28
,Unknown,,,,Undisclosed,,0.0,Startup_4408,AI,8,3574843731.09,9297980442.065945,2,USA,2004,30.34
,Unknown,,,,Undisclosed,,0.0,Startup_4409,SaaS,9,1625754473.85,6071134035.467344,47,Singapore,2000,139.56
,Unknown,,,,Undisclosed,,0.0,Startup_4410,EdTech,1,1201321677.23,4616507374.19076,44,Germany,2004,13.65
,Unknown,,,,Undisclosed,,0.0,Startup_4411,HealthTech,8,4347827657.48,7164360688.338609,37,France,2005,169.28
,Unknown,,,,Undisclosed,,0.0,Startup_4412,E-commerce,1,682828411.8,2384718427.1477785,45,UK,2010,184.28
,Unknown,,,,Undisclosed,,0.0,Startup_4413,Blockchain,8,2956901926.53,10832167775.460505,22,Brazil,2019,133.54
,Unknown,,,,Undisclosed,,0.0,Startup_4414,SaaS,10,3357710487.76,12858615704.247728,38,Brazil,2023,138.5
,Unknown,,,,Undisclosed,,0.0,Startup_4415,HealthTech,8,2347547495.31,8839384381.864532,30,Australia,2023,178.27
,Unknown,,,,Undisclosed,,0.0,Startup_4416,Biotech,3,1617392447.71,7356202070.126891,26,China,2018,7.28
,Unknown,,,,Undisclosed,,0.0,Startup_4417,E-commerce,3,4245699383.61,18048150582.12805,22,France,2014,122.74
,Unknown,,,,Undisclosed,,0.0,Startup_4418,Fintech,9,2528936133.98,6302849625.924881,15,China,2019,109.08
,Unknown,,,,Undisclosed,,0.0,Startup_4419,E-commerce,4,3579084024.65,17346319749.725407,49,Germany,2001,32.27
,Unknown,,,,Undisclosed,,0.0,Startup_4420,HealthTech,8,2448514865.63,8786844293.787596,11,France,2007,182.79
,Unknown,,,,Undisclosed,,0.0,Startup_4421,AI,5,1363879703.65,5657362463.589142,23,USA,2017,85.68
,Unknown,,,,Undisclosed,,0.0,Startup_4422,HealthTech,1,4851400925.37,19243954901.66612,31,UK,2022,43.79
,Unknown,,,,Undisclosed,,0.0,Startup_4423,SaaS,9,983522719.93,4695161363.13247,4,India,2007,117.65
,Unknown,,,,Undisclosed,,0.0,Startup_4424,SaaS,2,2164992634.93,9093053438.618896,5,Germany,2009,75.76
,Unknown,,,,Undisclosed,,0.0,Startup_4425,E-commerce,3,4064807707.94,13951366910.553007,3,China,2006,110.58
,Unknown,,,,Undisclosed,,0.0,Startup_4426,AI,5,1505618258.77,6558932665.61865,13,Germany,2021,186.5
,Unknown,,,,Undisclosed,,0.0,Startup_4427,E-commerce,10,3976988277.4,10186058895.062595,2,India,2003,46.25
,Unknown,,,,Undisclosed,,0.0,Startup_4428,HealthTech,3,142264009.03,448872025.19331473,7,Singapore,2012,8.57
,Unknown,,,,Undisclosed,,0.0,Startup_4429,E-commerce,7,3007252053.48,7708492796.984165,43,China,2005,43.41
,Unknown,,,,Undisclosed,,0.0,Startup_4430,Biotech,10,4422928259.78,12404772253.229122,21,Brazil,2011,123.47
,Unknown,,,,Undisclosed,,0.0,Startup_4431,E-commerce,7,1178387212.36,4245485478.713638,20,Australia,2001,106.81
,Unknown,,,,Undisclosed,,0.0,Startup_4432,SaaS,8,1190238363.29,1979484718.7526104,45,India,2004,115.78
,Unknown,,,,Undisclosed,,0.0,Startup_4433,Biotech,2,2071823918.81,10184698781.554789,40,Brazil,2007,187.8
,Unknown,,,,Undisclosed,,0.0,Startup_4434,Fintech,5,1530675376.36,2538581323.443348,25,Germany,2010,84.82
,Unknown,,,,Undisclosed,,0.0,Startup_4435,HealthTech,7,3435509910.35,5752348231.901908,46,China,2000,47.96
,Unknown,,,,Undisclosed,,0.0,Startup_4436,SaaS,9,4676632077.13,22005310814.145763,17,Singapore,2016,14.11
,Unknown,,,,Undisclosed,,0.0,Startup_4437,Blockchain,1,149444630.82,651014437.2627721,14,UK,2007,160.2
,Unknown,,,,Undisclosed,,0.0,Startup_4438,AI,1,1231806165.44,5975823742.706901,34,Brazil,2001,70.82
,Unknown,,,,Undisclosed,,0.0,Startup_4439,Biotech,8,2072029160.11,4308510434.596878,35,Brazil,2020,119.92
,Unknown,,,,Undisclosed,,0.0,Startup_4440,Fintech,7,2020501743.09,3409336128.7709446,7,Brazil,2012,65.84
,Unknown,,,,Undisclosed,,0.0,Startup_4441,SaaS,2,4299665968.26,17781733441.61331,46,Singapore,2001,107.95
,Unknown,,,,Undisclosed,,0.0,Startup_4442,Blockchain,1,585995515.62,2859228848.6801524,36,Singapore,2002,96.31
,Unknown,,,,Undisclosed,,0.0,Startup_4443,Fintech,5,2703441563.62,5977172160.736444,30,Singapore,2004,107.73
,Unknown,,,,Undisclosed,,0.0,Startup_4444,SaaS,5,4173780286.92,13844483382.152466,14,Germany,2022,165.13
,Unknown,,,,Undisclosed,,0.0,Startup_4445,HealthTech,8,2159116442.66,9199217278.990856,18,Singapore,2018,48.6
,Unknown,,,,Undisclosed,,0.0,Startup_4446,Biotech,3,3590498285.83,16196025100.23331,50,France,2003,111.37
,Unknown,,,,Undisclosed,,0.0,Startup_4447,EdTech,3,3372999968.94,7711710387.652757,17,UK,2009,188.06
,Unknown,,,,Undisclosed,,0.0,Startup_4448,EdTech,2,294346543.01,1232210397.3849626,26,Germany,2005,198.77
,Unknown,,,,Undisclosed,,0.0,Startup_4449,Biotech,1,1674201864.85,5877129224.670307,34,Singapore,2003,51.38
,Unknown,,,,Undisclosed,,0.0,Startup_4450,AI,8,4023186913.07,19387107360.466087,39,France,2016,29.64
,Unknown,,,,Undisclosed,,0.0,Startup_4451,EdTech,2,1005170950.2,1578035376.5786428,30,China,2002,153.9
,Unknown,,,,Undisclosed,,0.0,Startup_4452,E-commerce,1,533956265.36,1760589834.6551073,38,India,2013,42.17
,Unknown,,,,Undisclosed,,0.0,Startup_4453,Fintech,6,1706932810.05,3647135221.818165,47,France,2000,193.73
,Unknown,,,,Undisclosed,,0.0,Startup_4454,E-commerce,9,1263724821.37,2765607835.2001567,4,Australia,2013,26.16
,Unknown,,,,Undisclosed,,0.0,Startup_4455,EdTech,10,3947784237.0,13981926141.54691,48,Australia,2004,190.11
,Unknown,,,,Undisclosed,,0.0,Startup_4456,EdTech,5,714990115.8,3529956018.6123414,19,Germany,2004,63.04
,Unknown,,,,Undisclosed,,0.0,Startup_4457,SaaS,7,2559041089.28,5431229079.646394,28,Brazil,2004,44.96
,Unknown,,,,Undisclosed,,0.0,Startup_4458,E-commerce,7,4319605997.72,6919281992.226602,45,USA,2022,34.63
,Unknown,,,,Undisclosed,,0.0,Startup_4459,HealthTech,8,2158114565.84,7145918901.017425,32,USA,2001,159.29
,Unknown,,,,Undisclosed,,0.0,Startup_4460,E-commerce,8,2796704699.08,4671103287.565265,24,France,2018,63.83
,Unknown,,,,Undisclosed,,0.0,Startup_4461,HealthTech,1,719920046.39,2842363549.477945,23,UK,2020,125.27
,Unknown,,,,Undisclosed,,0.0,Startup_4462,HealthTech,10,3598622044.7,6576227402.581924,1,Canada,2022,114.42
,Unknown,,,,Undisclosed,,0.0,Startup_4463,Fintech,5,2076806299.3,5346295961.921861,24,UK,2019,24.81
,Unknown,,,,Undisclosed,,0.0,Startup_4464,E-commerce,1,143512116.29,279412017.16814107,39,USA,2016,26.03
,Unknown,,,,Undisclosed,,0.0,Startup_4465,EdTech,5,3087463048.98,12740881098.424109,12,Australia,2011,76.59
,Unknown,,,,Undisclosed,,0.0,Startup_4466,AI,3,1769156121.68,5315668789.234776,15,Germany,2023,46.67
,Unknown,,,,Undisclosed,,0.0,Startup_4467,HealthTech,6,4568831281.33,14889996129.51238,19,India,2023,20.62
,Unknown,,,,Undisclosed,,0.0,Startup_4468,Fintech,4,2904613224.65,4720982894.453552,44,China,2021,139.48
,Unknown,,,,Undisclosed,,0.0,Startup_4469,Blockchain,3,1016209248.28,4812681433.776516,37,China,2022,103.58
,Unknown,,,,Undisclosed,,0.0,Startup_4470,AI,2,2776184907.97,13576827677.633629,20,UK,2012,28.82
,Unknown,,,,Undisclosed,,0.0,Startup_4471,SaaS,9,1062036187.33,3162918578.1945887,41,China,2004,151.61
,Unknown,,,,Undisclosed,,0.0,Startup_4472,AI,3,2882869170.78,12765162994.122805,36,Germany,2013,74.59
,Unknown,,,,Undisclosed,,0.0,Startup_4473,SaaS,7,1820079675.85,6585016095.540175,19,China,2001,109.12
,Unknown,,,,Undisclosed,,0.0,Startup_4474,E-commerce,6,2100278189.91,9055452391.350838,50,UK,2021,42.46
,Unknown,,,,Undisclosed,,0.0,Startup_4475,AI,5,4831207632.43,15083861701.02825,21,China,2013,30.49
,Unknown,,,,Undisclosed,,0.0,Startup_4476,Fintech,6,2611696350.43,10139681360.850742,42,India,2011,175.26
,Unknown,,,,Undisclosed,,0.0,Startup_4477,Blockchain,9,4105149424.75,7934674120.198024,31,USA,2018,33.64
,Unknown,,,,Undisclosed,,0.0,Startup_4478,Blockchain,2,2699316481.36,4520969449.900947,49,USA,2012,103.42
,Unknown,,,,Undisclosed,,0.0,Startup_4479,Blockchain,7,216195874.52,409057206.4577056,43,Australia,2016,132.78
,Unknown,,,,Undisclosed,,0.0,Startup_4480,Fintech,10,3318866939.95,11700854065.971617,38,India,2011,69.49
,Unknown,,,,Undisclosed,,0.0,Startup_4481,Biotech,5,3418789005.03,6009877675.458294,30,Canada,2003,56.75
,Unknown,,,,Undisclosed,,0.0,Startup_4482,Blockchain,8,866735033.0,4163678780.335796,19,France,2002,126.61
,Unknown,,,,Undisclosed,,0.0,Startup_4483,Fintech,3,1977008234.79,7286529949.113624,9,Canada,2019,79.05
,Unknown,,,,Undisclosed,,0.0,Startup_4484,E-commerce,4,4772256328.49,7496140146.970528,32,USA,2023,42.36
,Unknown,,,,Undisclosed,,0.0,Startup_4485,SaaS,2,432917933.91,1832158478.874764,45,Australia,2010,184.87
,Unknown,,,,Undisclosed,,0.0,Startup_4486,E-commerce,4,2391613871.21,6283256115.257311,43,Germany,2018,51.94
,Unknown,,,,Undisclosed,,0.0,Startup_4487,HealthTech,5,1168946607.46,4621744114.16031,20,Germany,2009,168.2
,Unknown,,,,Undisclosed,,0.0,Startup_4488,E-commerce,8,391392281.51,811220160.8750272,20,Canada,2005,192.19
,Unknown,,,,Undisclosed,,0.0,Startup_4489,AI,5,4531356744.36,22606190897.001183,6,France,2001,46.65
,Unknown,,,,Undisclosed,,0.0,Startup_4490,EdTech,1,2565478114.63,7950703240.379971,30,Australia,2009,169.34
,Unknown,,,,Undisclosed,,0.0,Startup_4491,EdTech,10,4941467888.1,17503197065.07525,39,Singapore,2020,66.3
,Unknown,,,,Undisclosed,,0.0,Startup_4492,E-commerce,6,191881749.6,425109028.9263118,47,USA,2018,118.46
,Unknown,,,,Undisclosed,,0.0,Startup_4493,AI,7,1739304177.37,8466329697.93352,36,Singapore,2004,12.81
,Unknown,,,,Undisclosed,,0.0,Startup_4494,SaaS,5,3202139240.81,8046260990.115998,45,Singapore,2015,139.19
,Unknown,,,,Undisclosed,,0.0,Startup_4495,Fintech,7,203296680.68,444819841.2225898,20,Singapore,2002,113.13
,Unknown,,,,Undisclosed,,0.0,Startup_4496,SaaS,2,1941897310.31,3032007643.045721,48,Singapore,2012,50.98
,Unknown,,,,Undisclosed,,0.0,Startup_4497,Biotech,9,1995605648.83,3671133708.135809,37,Brazil,2011,41.06
,Unknown,,,,Undisclosed,,0.0,Startup_4498,AI,4,3422999731.29,7999911618.115691,38,Australia,2016,149.83
,Unknown,,,,Undisclosed,,0.0,Startup_4499,EdTech,4,26347698.91,119680941.13685064,26,UK,2012,198.35
,Unknown,,,,Undisclosed,,0.0,Startup_4500,HealthTech,7,2102833660.44,8834522753.169277,12,Canada,2022,129.22
,Unknown,,,,Undisclosed,,0.0,Startup_4501,EdTech,1,2712448941.67,10439928170.012444,4,USA,2002,109.15
,Unknown,,,,Undisclosed,,0.0,Startup_4502,Fintech,10,982537905.44,2369145092.000281,24,Singapore,2010,24.52
,Unknown,,,,Undisclosed,,0.0,Startup_4503,EdTech,9,2534842520.13,9783711268.14019,33,UK,2020,88.31
,Unknown,,,,Undisclosed,,0.0,Startup_4504,EdTech,2,1634868427.3,7710066692.499087,7,Germany,2021,103.23
,Unknown,,,,Undisclosed,,0.0,Startup_4505,Biotech,3,4747526709.11,7406672660.467882,44,Singapore,2019,172.93
,Unknown,,,,Undisclosed,,0.0,Startup_4506,E-commerce,7,930297215.75,2477920630.6002693,25,USA,2003,196.5
,Unknown,,,,Undisclosed,,0.0,Startup_4507,E-commerce,7,1764278739.0,3208929584.475592,9,Brazil,2003,29.09
,Unknown,,,,Undisclosed,,0.0,Startup_4508,EdTech,6,898716519.2,2759713990.2383094,44,Germany,2008,66.55
,Unknown,,,,Undisclosed,,0.0,Startup_4509,SaaS,7,2479930474.26,6089886526.264692,12,Australia,2010,81.2
,Unknown,,,,Undisclosed,,0.0,Startup_4510,HealthTech,2,3743744832.66,9853593692.1247,44,UK,2009,79.32
,Unknown,,,,Undisclosed,,0.0,Startup_4511,EdTech,4,4002827123.12,13156456849.929417,35,India,2009,70.19
,Unknown,,,,Undisclosed,,0.0,Startup_4512,Biotech,1,3225583051.98,8140584616.823221,41,Singapore,2011,85.4
,Unknown,,,,Undisclosed,,0.0,Startup_4513,Biotech,9,2675141596.16,13275475894.427675,42,France,2003,183.58
,Unknown,,,,Undisclosed,,0.0,Startup_4514,EdTech,10,4336253101.7,18446002629.39326,8,China,2021,79.19
,Unknown,,,,Undisclosed,,0.0,Startup_4515,SaaS,2,1685610034.4,5032504409.68072,33,India,2017,189.17
,Unknown,,,,Undisclosed,,0.0,Startup_4516,SaaS,8,937416484.37,3197189634.7982936,35,USA,2005,101.15
,Unknown,,,,Undisclosed,,0.0,Startup_4517,Blockchain,8,3536120556.5,8823699232.97674,26,Singapore,2011,12.34
,Unknown,,,,Undisclosed,,0.0,Startup_4518,Biotech,8,3060594034.48,12722948016.938356,21,USA,2014,105.33
,Unknown,,,,Undisclosed,,0.0,Startup_4519,SaaS,1,3156552215.26,9684170956.922178,14,Australia,2001,75.86
,Unknown,,,,Undisclosed,,0.0,Startup_4520,Fintech,1,4115194247.14,10100300286.073864,48,Brazil,2021,13.06
,Unknown,,,,Undisclosed,,0.0,Startup_4521,HealthTech,9,3994898813.27,12254740217.264278,22,India,2023,118.49
,Unknown,,,,Undisclosed,,0.0,Startup_4522,Biotech,2,4798619883.6,21468922760.3054,49,UK,2002,110.12
,Unknown,,,,Undisclosed,,0.0,Startup_4523,Fintech,6,649534755.32,2488374832.1154456,14,France,2021,147.45
,Unknown,,,,Undisclosed,,0.0,Startup_4524,Blockchain,10,3438434889.86,12966796022.044476,29,Germany,2010,154.58
,Unknown,,,,Undisclosed,,0.0,Startup_4525,Biotech,2,4179956638.34,20086483645.797256,46,India,2003,76.2
,Unknown,,,,Undisclosed,,0.0,Startup_4526,HealthTech,8,3325266798.75,6794263983.453522,33,France,2000,172.38
,Unknown,,,,Undisclosed,,0.0,Startup_4527,Fintech,1,2742939618.03,13059281851.23409,44,USA,2007,11.71
,Unknown,,,,Undisclosed,,0.0,Startup_4528,AI,8,1827745753.22,3142136296.268339,47,Germany,2016,10.99
,Unknown,,,,Undisclosed,,0.0,Startup_4529,Fintech,7,1808855238.86,4703650622.114818,38,India,2012,117.42
,Unknown,,,,Undisclosed,,0.0,Startup_4530,HealthTech,3,1933076339.38,5024049540.491982,49,Singapore,2012,12.79
,Unknown,,,,Undisclosed,,0.0,Startup_4531,Blockchain,7,2552326461.45,12114427915.641582,4,UK,2016,66.66
,Unknown,,,,Undisclosed,,0.0,Startup_4532,SaaS,6,1713102858.39,4800700402.024292,34,China,2021,98.21
,Unknown,,,,Undisclosed,,0.0,Startup_4533,SaaS,4,3208385750.13,8202755912.905421,10,India,2012,197.72
,Unknown,,,,Undisclosed,,0.0,Startup_4534,EdTech,1,4775012451.88,18763630096.85514,2,France,2008,49.6
,Unknown,,,,Undisclosed,,0.0,Startup_4535,Blockchain,8,2804355933.44,5317941690.406263,35,India,2017,13.29
,Unknown,,,,Undisclosed,,0.0,Startup_4536,Fintech,4,3339919227.92,5471910311.171573,47,Canada,2023,157.07
,Unknown,,,,Undisclosed,,0.0,Startup_4537,HealthTech,10,929001000.69,2378759892.4006886,13,Canada,2022,173.9
,Unknown,,,,Undisclosed,,0.0,Startup_4538,EdTech,5,4134355181.84,15600040518.327385,35,UK,2015,83.44
,Unknown,,,,Undisclosed,,0.0,Startup_4539,Fintech,1,2552382745.89,6017448200.317575,18,China,2020,39.87
,Unknown,,,,Undisclosed,,0.0,Startup_4540,Fintech,4,3331241486.98,9558255547.59485,28,France,2021,21.84
,Unknown,,,,Undisclosed,,0.0,Startup_4541,Fintech,1,3045291284.49,5266934928.535936,29,France,2008,158.77
,Unknown,,,,Undisclosed,,0.0,Startup_4542,E-commerce,3,2710506012.85,10708413470.566406,50,Singapore,2014,70.83
,Unknown,,,,Undisclosed,,0.0,Startup_4543,Fintech,10,4228675227.4,16401258184.593529,33,Australia,2003,86.81
,Unknown,,,,Undisclosed,,0.0,Startup_4544,Fintech,2,28751037.65,118315536.36936152,15,Singapore,2020,132.38
,Unknown,,,,Undisclosed,,0.0,Startup_4545,EdTech,9,2162773601.57,8533869161.505653,14,India,2014,95.22
,Unknown,,,,Undisclosed,,0.0,Startup_4546,EdTech,9,4145843628.7,6971270668.359961,12,India,2022,199.86
,Unknown,,,,Undisclosed,,0.0,Startup_4547,Biotech,8,1660897225.73,7380165584.331253,27,France,2000,89.39
,Unknown,,,,Undisclosed,,0.0,Startup_4548,Biotech,1,227238976.39,855265837.5660344,50,China,2018,20.1
,Unknown,,,,Undisclosed,,0.0,Startup_4549,HealthTech,8,3223336592.29,5185430745.26633,49,China,2019,61.34
,Unknown,,,,Undisclosed,,0.0,Startup_4550,AI,8,2644193423.57,9542957635.667212,19,India,2007,13.18
,Unknown,,,,Undisclosed,,0.0,Startup_4551,Biotech,7,106220514.99,343083829.34829015,13,Germany,2009,161.88
,Unknown,,,,Undisclosed,,0.0,Startup_4552,E-commerce,1,1974846800.94,6558914706.78355,32,Australia,2001,82.76
,Unknown,,,,Undisclosed,,0.0,Startup_4553,SaaS,1,382772083.94,1883302517.905928,23,France,2016,55.07
,Unknown,,,,Undisclosed,,0.0,Startup_4554,E-commerce,7,2387552816.19,7283203633.262647,24,Singapore,2010,182.71
,Unknown,,,,Undisclosed,,0.0,Startup_4555,Fintech,1,4336325240.54,9272559697.27048,36,India,2005,137.47
,Unknown,,,,Undisclosed,,0.0,Startup_4556,AI,10,4272540778.69,20375479892.93589,15,Singapore,2017,183.08
,Unknown,,,,Undisclosed,,0.0,Startup_4557,Biotech,10,1218094176.44,3376289962.072368,21,Singapore,2018,134.38
,Unknown,,,,Undisclosed,,0.0,Startup_4558,EdTech,1,302923365.28,1065921195.8979284,27,India,2016,128.94
,Unknown,,,,Undisclosed,,0.0,Startup_4559,Blockchain,10,2526090955.85,3951220023.819233,17,China,2023,81.22
,Unknown,,,,Undisclosed,,0.0,Startup_4560,SaaS,9,2510529081.8,3883596079.991129,34,France,2021,192.65
,Unknown,,,,Undisclosed,,0.0,Startup_4561,Blockchain,3,456881528.45,785909396.9295679,23,UK,2005,9.23
,Unknown,,,,Undisclosed,,0.0,Startup_4562,SaaS,8,1565044664.29,2625411228.91586,43,UK,2002,11.68
,Unknown,,,,Undisclosed,,0.0,Startup_4563,SaaS,8,1226570490.05,1915904280.2814949,20,France,2013,98.31
,Unknown,,,,Undisclosed,,0.0,Startup_4564,Fintech,10,1576961510.04,4252698588.696457,24,Brazil,2003,34.66
,Unknown,,,,Undisclosed,,0.0,Startup_4565,SaaS,3,759950187.94,1331811899.2821407,40,Germany,2017,182.38
